DP1	DP2	DPtotal
7733	910	8644
5272	3293	8568
7390	1051	8448
7483	402	7886
4533	2833	7374
1726	4024	6664
5709	224	5937
3607	2140	5753
4246	284	4534
3548	322	3876
3623	438	4066
4118	94	4214
4356	47	4406
4244	253	4504
4120	335	4460
4522	70	4598
4502	74	4579
4500	73	4578
4360	287	4652
4668	91	4761
4665	109	4774
4515	286	4802
4500	284	4788
4580	219	4802
4528	284	4813
5193	474	5671
5014	66	5083
4965	136	5115
5171	160	5332
5040	119	5161
3929	45	3978
4045	49	4096
3979	79	4059
4003	31	4034
3952	93	4045
3505	498	4006
3707	315	4029
3850	173	4026
3629	219	3892
3824	109	3934
3699	154	3881
3788	45	3833
3308	464	3776
99	3741	3844
3711	77	3800
3413	180	3609
3276	239	3529
3244	221	3504
5566	103	5672
5666	472	6141
5577	807	6388
6115	595	6710
6185	508	6698
6370	433	6805
6735	117	6859
6711	116	6829
6309	445	6760
2708	4041	6753
6288	549	6838
6124	552	6678
6185	442	6629
5753	564	6318
5473	409	5885
7879	116	7996
7963	63	8045
7836	170	8147
7983	682	8701
6992	1640	8643
7913	631	8554
7657	148	7816
7421	160	7599
10402	872	11307
11755	740	12504
10359	2045	12414
12263	491	12774
12869	183	13058
10732	1945	12701
12807	697	13522
12257	532	12981
11587	123	13165
8056	3652	13176
11723	967	12693
11369	1302	12684
11864	472	12351
11584	583	12205
11615	169	11793
9210	1342	10616
7957	441	9392
6840	1821	9667
8101	291	9403
8378	189	9650
5948	401	6389
5833	592	6462
6426	122	6640
6201	297	6535
5680	860	6599
6281	305	6595
6181	98	6288
6308	65	6375
5483	232	5781
5956	199	6178
7614	581	8218
7613	535	8244
7776	215	8095
7487	332	7820
7409	398	7825
7879	152	8033
6620	589	7455
6893	424	7330
7022	344	7404
7064	327	7419
7203	61	7343
6510	837	7348
6943	329	7289
5710	251	5965
5980	1358	7338
5806	980	7170
7465	93	7560
7486	126	7617
7313	55	7378
5190	142	5334
5574	254	5830
5586	200	5942
4059	1873	5939
5835	226	6065
6720	281	7184
6478	654	7196
6723	304	7218
7711	230	7946
1347	7552	8905
4849	4852	9709
9899	149	10051
9950	202	10159
10099	176	10279
8983	1106	10320
9986	327	10317
9241	928	10176
8326	1564	10277
4472	5615	10242
1145	9060	10211
9700	520	10282
3037	5813	10166
8571	1535	10177
9762	325	10089
9862	191	10056
9276	619	9912
6788	2954	9753
8245	181	8437
8071	242	8316
900	4738	7792
822	6826	7650
6803	844	7650
1198	5864	7065
6211	106	6317
5046	251	5301
8584	200	8787
7875	186	8064
8205	90	8298
9570	280	9864
10564	150	10718
10376	179	10559
8989	155	9146
8620	368	8994
7802	123	7928
9424	263	9696
10252	191	10448
3144	7377	10522
9232	1475	10710
10159	464	10623
10135	481	10619
10446	200	10652
5405	4967	10583
10133	428	10572
2722	5964	8690
5410	15	5452
6401	73	6548
5915	77	6154
6024	68	6260
6559	104	6669
6375	108	6511
6669	212	6887
6736	111	6849
7040	57	7102
6861	167	7028
6873	66	6946
6434	311	6746
3215	2837	6053
5834	153	5988
814	4369	5214
7424	260	7755
7183	618	7801
7003	312	7614
7544	61	7607
7362	134	7504
6007	34	6046
5919	271	6441
5528	1078	6607
7055	312	7367
7069	390	7465
7283	315	7768
7364	399	7766
7585	239	7826
7676	121	7799
7532	192	7724
7558	171	7740
6808	219	7028
6866	95	6965
6386	60	6452
6119	52	6173
4190	2418	6609
1644	5047	6697
5951	866	6820
5264	1658	6924
6822	75	6910
6578	154	6830
7169	86	7256
7814	180	7998
7662	316	8130
6751	1462	8217
8182	132	8329
5720	2181	8258
1169	6811	7992
1318	5417	8261
5916	2383	8301
8001	326	8332
7940	175	8126
7777	112	7889
7252	239	7500
7285	186	7548
5509	1866	7376
2062	4356	6422
1935	4370	6378
5588	657	6246
5514	147	5669
5277	284	5565
1934	3105	5043
4489	1370	5860
5342	1123	6465
6614	173	6795
6734	168	6904
7263	166	7433
7212	767	7982
6765	1237	8004
7932	139	8079
8168	268	8438
8360	180	8545
8336	184	8524
8167	160	8333
4572	3507	8083
7911	91	8004
6171	1422	7595
5064	1893	6960
3877	2887	6764
5153	1158	6313
6156	56	6252
5976	81	6062
4619	599	5220
3098	741	3839
3520	168	3690
3457	181	3640
3269	155	3425
5880	126	6009
5283	735	6023
5903	146	6054
5968	85	6055
5686	348	6039
5920	111	6036
4675	1174	5853
4178	1313	5491
1821	3306	5185
2554	2612	5180
4608	608	5225
4735	425	5224
2526	2583	5174
4509	627	5199
4971	300	5274
4214	1027	5243
4736	2152	6892
5464	109	5574
5320	217	5544
3797	1150	4948
4860	103	4970
4825	136	4972
4780	128	5078
4740	253	5122
4928	130	5179
4928	284	5215
4920	250	5176
4974	253	5227
5044	48	5095
7016	79	7098
7708	69	7779
5931	1204	7139
6770	183	6961
6447	126	6581
6279	129	6421
3719	643	4369
4204	418	4630
4335	412	4752
4121	596	4821
4354	872	5227
5119	135	5255
5082	251	5335
5220	130	5353
4586	808	5396
5223	145	5371
4102	56	4160
3981	315	4298
4387	56	4444
3500	925	4425
3632	922	4557
3639	1012	4652
4500	322	4824
4589	235	4828
3033	1540	4576
3969	24	4000
2214	1234	3449
4644	236	4886
4931	42	4974
5401	54	5461
5262	1177	6443
5986	410	6406
4485	1825	6317
6171	331	6506
6717	83	6813
6446	374	6826
6788	193	6982
6939	565	7915
7913	396	8313
8057	168	8230
7649	209	7866
7532	187	7723
7662	80	7750
6781	520	7587
6832	697	7601
7324	195	7527
7117	155	7475
6615	226	6842
6368	107	6475
6305	104	6412
5840	421	6263
3868	2062	5971
5619	143	5933
5484	249	5846
5413	266	5683
7185	1615	8801
7475	1298	8780
8643	198	8847
3847	3910	8781
7807	821	8631
8374	81	8460
6847	548	7397
4837	197	5037
4883	218	5103
4422	36	4473
4405	52	4460
4300	201	4503
1410	3138	4553
4529	74	4604
4524	122	4648
4468	119	4588
4112	357	4469
4318	75	4393
4201	181	4385
4250	116	4371
4266	63	4335
1138	3317	4455
3762	65	3829
7851	186	8040
8079	72	8155
7128	973	8197
7716	531	8251
7964	216	8187
8167	158	8397
8423	162	8588
8237	250	8491
7965	312	8286
6135	72	6208
5968	81	6071
6040	343	6400
6283	371	6823
7564	96	8108
7310	460	7774
6871	125	7005
6747	47	6827
7286	55	7349
5722	890	6615
5884	185	6078
6269	173	6453
6266	176	6446
5022	94	5124
4844	66	4915
4364	30	4395
5475	174	5656
6529	81	6611
7274	80	7362
5210	149	5360
2314	2969	5287
2308	2957	5266
5107	32	5143
4885	99	4988
4900	41	4944
5804	311	6117
5632	202	5837
5735	131	5867
5160	719	5892
4114	1866	6004
5979	58	6038
6071	42	6114
5722	762	6488
5771	768	6541
5825	772	6601
5844	784	6637
5926	793	6721
5913	805	6735
7138	1097	8243
6183	1999	8816
6886	1159	9114
7967	1175	9143
8083	1138	9238
8105	1112	9223
4258	263	4523
4428	104	4535
4246	145	4768
4823	68	4900
4693	102	4872
4728	118	4928
4655	35	4834
4510	140	4811
4607	39	4692
4537	80	4659
3778	191	3972
4022	376	4399
4278	74	4356
4292	98	4393
4360	59	4423
4131	254	4388
4202	75	4279
772	3342	4192
4039	151	4191
3990	179	4173
3686	151	3840
3815	165	3986
4106	58	4169
4164	174	4340
4495	96	4625
4248	205	4552
4262	233	4508
4484	241	4733
4575	114	4765
4337	49	4407
4548	74	4628
4974	378	5396
5199	202	5440
4955	376	5370
1628	3742	5435
6015	113	6188
5856	119	6062
6119	129	6292
5905	219	6197
6763	323	7101
5325	1870	7236
6452	459	7250
7218	203	7544
7103	339	7447
7383	185	7570
7169	364	7540
2046	5540	7683
7188	253	7624
7669	204	7874
7707	213	7928
7149	840	7992
7895	117	8013
7895	139	8088
7463	602	8069
8117	141	8266
8034	202	8282
7990	149	8139
7979	137	8120
8115	176	8296
7868	456	8331
7694	650	8345
7901	334	8384
7980	350	8330
8196	153	8351
8060	237	8300
8097	137	8239
7906	261	8168
7758	168	7928
1033	6621	7658
7379	146	7659
6594	162	6804
6690	117	6813
6470	330	6802
6464	299	6765
6376	260	6638
6361	256	6620
6344	256	6600
4345	135	4480
6545	100	6647
6534	237	6777
2183	4583	6770
6326	228	6559
6116	170	6292
6292	60	6367
5878	306	6185
6078	70	6164
5855	131	5994
4047	127	4178
4101	133	4236
4243	88	4333
817	3519	4338
4022	327	4349
1803	2536	4341
4330	83	4414
4351	85	4437
4375	211	4592
4892	114	5007
4787	256	5046
5103	119	5222
3680	1368	5369
3207	2216	5425
5636	143	5781
5486	117	5607
4783	871	5659
5355	248	5607
5442	196	5645
5437	181	5618
5212	345	5557
5175	348	5526
5471	56	5528
2807	2654	5464
5367	54	5425
4903	413	5316
5684	51	5737
5764	60	5825
5768	235	6006
6376	57	6450
6485	121	6609
6447	136	6588
1604	5381	6990
7231	86	7391
1502	5709	7314
6766	90	6858
6565	66	6633
1962	4343	6317
4696	455	5156
4614	70	4686
5818	104	6017
6024	41	6066
6849	152	7004
6719	216	6935
6337	209	6550
6243	134	6381
5859	1751	7614
6498	1233	7743
5545	2195	7742
7231	366	7600
7511	209	7733
381	7102	7488
7078	203	7283
6951	243	7195
4398	2601	7002
6106	430	6540
6347	202	6550
6266	78	6345
5734	306	6041
5180	281	5462
4818	637	5456
5174	62	5238
4764	207	4984
5104	118	5339
5390	41	5432
5890	79	5971
5900	143	6045
6256	323	6594
4053	2587	6645
6384	249	6644
6548	286	6837
6975	372	7349
236	7268	7514
7536	178	7721
5342	2526	7875
7462	425	7889
7966	418	8607
8480	346	8834
8846	189	9037
8816	188	9011
8444	796	9244
8960	301	9263
9220	267	9492
9048	215	9265
8548	402	8961
8535	185	8725
7641	322	7968
6000	687	7133
3287	2926	6214
5218	271	5494
5221	179	5404
5356	114	5470
5011	501	5514
5479	63	5546
5629	208	5839
1577	4247	5827
4395	1342	5842
5749	48	5799
5704	134	5844
5788	48	5850
4352	1402	5760
5539	151	5693
5411	258	5684
4742	844	5589
692	4754	5449
4741	736	5479
5006	237	5247
4606	354	4960
4717	116	4835
4716	91	4807
4752	40	4793
3614	1011	4628
4418	184	4608
4516	31	4551
7013	488	7542
5855	1558	7865
7988	104	8095
4343	4040	8416
7331	1112	8447
7310	1108	8424
7597	775	8380
8184	182	8377
5861	2399	8263
6016	2100	8118
6951	1020	8017
7330	477	7992
7668	122	7863
7571	83	7659
7276	114	7392
6511	223	6786
6565	78	6646
6486	171	6660
6560	178	6738
7562	64	7635
7526	119	7651
7504	126	7633
7351	128	7503
6469	833	7470
7226	98	7324
815	6467	7285
6595	164	6762
6335	133	6469
6223	135	6360
6054	289	6344
6133	115	6249
5868	85	5958
5475	234	5728
4975	379	5358
4674	197	4873
4280	281	4561
4767	168	4936
4917	75	4993
5343	63	5409
5354	137	5492
5147	58	5211
5051	162	5215
4858	185	5111
3804	1279	5086
4658	376	5035
4081	857	4947
4901	54	4961
4531	199	4734
7704	172	7878
7151	324	7477
4535	1677	6214
6414	75	6491
6641	109	6752
6476	65	6544
6233	65	6301
5630	569	6248
5062	704	5774
4817	221	5040
4983	109	5095
4862	208	5097
5147	175	5322
5287	64	5351
4211	1161	5377
5054	327	5390
5762	98	5860
7013	328	7349
7079	196	7359
6098	1614	7717
7624	258	7885
8071	191	8266
8164	834	9000
3700	5300	9004
8425	375	8969
8850	358	9355
9213	438	9653
9841	184	10050
8845	597	9449
711	7931	8643
101	8032	8205
6827	264	7101
4611	1107	5725
3110	2552	5673
3600	2611	6214
6266	86	6360
3910	2472	6386
6536	85	6624
6306	365	6675
6525	153	6683
6768	147	6915
2764	4266	7035
6810	605	7417
7271	140	7449
7202	182	7396
2945	4380	7333
7074	148	7223
2873	3818	7032
6867	136	7003
6894	154	7050
6949	115	7066
6078	586	6934
6505	324	6878
413	6259	6673
5779	354	6434
6027	341	6370
6159	116	6277
5875	330	6214
6003	117	6127
3704	1646	5724
322	5208	5539
5532	86	5624
2770	2866	5637
4782	1065	5848
5593	336	5932
5902	154	6057
5913	198	6122
5564	659	6227
4080	2097	6180
5767	397	6168
5633	505	6139
5926	90	6020
5828	90	5920
5260	569	5838
4887	515	5514
2792	2571	5473
5350	83	5434
5143	211	5354
5476	130	5952
6039	443	6486
6501	178	6688
12137	998	13137
3398	10063	13467
673	13197	13889
13637	560	14205
13203	1058	14265
3124	11127	14262
13034	658	13900
13178	351	13534
13156	188	13348
13071	227	13313
4913	8289	13208
11293	1724	13024
12133	180	12356
1071	10055	12031
11249	576	11832
10755	157	10912
3779	5867	9650
3664	5637	9312
4413	38	4457
4306	140	4451
4289	170	4459
4330	140	4475
8535	724	9262
9067	286	9356
9783	257	10046
9811	197	10017
9500	189	9695
4483	5085	9570
7951	421	8377
4111	118	4233
4922	310	5260
1349	3844	5199
6501	115	6634
8160	288	8455
7978	394	8380
7636	891	9019
5207	4176	9402
7936	1975	9914
8929	930	10081
9879	205	10085
9238	680	9922
8692	781	9483
6685	2476	9166
8044	938	8984
8464	198	8663
6729	100	6830
5435	169	5609
5618	156	5776
3938	1881	5826
5338	319	5866
5818	194	6017
5630	202	5939
5867	78	6072
1761	4211	6097
5831	69	5908
5770	143	5917
5741	262	6008
5216	284	6070
4827	828	5659
5301	275	5637
4965	155	5124
3969	1136	5109
6455	232	6691
6628	245	6876
7100	233	7335
7247	116	7365
7343	85	7434
7020	207	7229
6918	280	7205
6881	217	7102
6719	199	6919
6629	510	7146
4531	268	4801
3919	541	4728
4428	345	4810
4820	67	4916
4887	91	4982
4814	366	5371
5496	77	5629
5513	42	5560
5538	95	5641
5485	46	5555
5532	182	5721
5540	90	5630
4465	1219	5687
5733	33	5794
4356	1199	5564
5667	50	5741
4281	1207	5565
5560	121	5683
5553	223	5781
5687	59	5749
5553	133	5703
5405	129	5648
5484	172	5718
5607	60	5741
5607	167	5811
5584	222	5850
5660	52	5749
5751	61	5852
5733	156	5931
5920	129	6083
5866	103	6014
5859	42	5938
5860	54	5919
5321	352	5692
5554	78	5646
5000	124	5297
5444	57	5517
5020	243	5546
5168	141	5633
5819	269	6195
6570	169	6753
6793	64	6881
6820	271	7098
7073	44	7130
6869	47	6968
7033	101	7204
6715	277	7065
6725	246	7044
7006	97	7121
7086	129	7225
7149	154	7319
6466	760	7231
7045	300	7357
6668	346	7027
6764	301	7069
6257	307	6569
5571	387	5959
5509	24	5553
5028	336	5428
5145	616	5782
5695	524	6244
6312	149	6490
6241	246	6497
6387	371	6774
6958	47	7051
6987	331	7324
5242	2245	7506
7234	103	7594
7541	91	7636
7016	685	7737
7313	1035	8363
8391	129	8521
1453	9017	10474
10681	155	10845
3983	6857	10847
7162	4005	11177
7482	3501	10988
10474	668	11151
8918	2126	11051
6889	2045	9925
8193	137	8332
7705	126	7835
7156	477	7634
7095	183	7280
5695	42	5740
943	4398	5343
5230	43	5273
6232	289	6526
6880	243	7128
2780	4719	7573
7460	71	7602
7078	442	7593
7384	187	7648
7377	188	7566
7523	76	7605
7002	188	7191
6560	264	6829
6113	153	6270
5917	273	6194
5194	175	5374
3724	5000	8733
8771	429	9205
8841	347	9205
8863	72	9000
7635	395	8034
6950	743	7703
7433	148	7588
4477	89	4566
4576	52	4630
4613	62	4676
4718	287	5007
3159	1807	4968
5184	126	5312
6220	279	6503
7624	115	7750
6802	992	7799
8417	112	8533
8190	928	9133
8961	363	9391
7240	2627	9868
9659	177	9897
6613	3202	9819
9400	425	9846
9463	311	9783
7739	967	9498
9213	147	9364
5194	3751	9042
8613	256	8875
8250	348	8601
7907	580	8490
6887	1579	8467
5332	165	5589
5794	82	5945
7184	72	7259
4450	2842	7294
7172	79	7317
7473	125	7602
5289	3209	8506
5732	3443	9177
9086	121	9211
8557	1095	9654
2237	7426	9668
9661	138	9806
8520	1582	10113
5709	4873	10582
8767	1639	10413
8686	1750	10440
9669	271	9940
1945	7781	9738
8794	159	8956
2675	6066	8742
8582	104	8693
5720	1788	7523
7233	75	7313
6666	45	6731
5530	68	5617
5648	410	6062
5227	145	5375
3698	168	3868
4188	97	4411
4604	74	4680
4658	41	4700
4914	48	4964
4902	89	4991
8344	169	8525
2233	6611	8850
6700	1963	8673
4800	159	4964
5446	2444	7911
8042	136	8228
6877	865	8119
8270	207	8478
8449	191	8655
8561	187	8760
8733	156	8909
8842	74	8917
8880	103	8994
8619	430	9054
6239	2304	8629
8558	231	8802
8904	92	8999
8608	88	8705
8716	175	8897
5958	2592	8559
6796	884	8347
8081	140	8223
7165	214	7399
7353	79	7455
7248	57	7306
6525	152	6682
5893	775	6669
6261	596	6862
4077	3079	7158
2727	4496	7227
5784	1485	7273
6595	759	7361
7252	101	7358
7308	57	7366
6108	936	7052
6416	236	6657
6436	57	6494
5855	515	6373
5620	492	6116
3666	2380	6057
4996	993	6023
6268	1171	7442
7538	1371	8914
7706	1355	9066
8143	1410	9556
9538	315	9862
8426	1327	9764
9364	309	9687
8284	1341	9630
8178	1336	9759
9015	975	9993
8478	1401	9892
9758	181	9941
8443	1363	9810
9591	182	9776
8424	1200	9739
8318	1285	9609
7814	1274	9368
8529	514	9049
7251	1656	8909
8331	171	8504
7682	95	7784
7126	498	7626
7441	88	7533
217	7176	7399
6960	196	7156
4890	1219	6112
4792	1227	6021
4670	582	5259
4566	574	5141
5026	90	5120
4611	135	4747
4390	120	4515
4984	69	5082
4840	749	5592
5712	143	5859
6052	763	6817
6765	115	6883
4981	1881	6866
6810	150	6961
4950	1937	6894
6057	818	6876
5540	70	5617
5784	279	6063
5843	253	6109
5969	163	6138
6064	97	6163
267	5908	6177
6106	91	6199
6138	149	6293
5939	290	6233
6156	47	6206
6094	47	6212
4954	731	5687
5373	82	5459
6665	147	6816
7108	198	7314
7124	213	7338
4782	2534	7320
7105	220	7332
7129	257	7389
6378	943	7427
5993	1353	7350
3360	3797	7414
6837	163	7002
6889	68	6958
6646	148	6797
5941	819	6765
6114	539	6653
6430	137	6570
6899	265	7166
6879	241	7121
7064	75	7144
4673	2438	7115
4510	2600	7113
7090	100	7190
7185	91	7350
7093	302	7397
7287	156	7449
5164	2576	7741
2893	4938	7838
7869	103	7975
7672	267	7939
7737	129	7871
2411	5422	7847
7568	111	7690
5938	1544	7527
4750	2381	7160
6968	102	7095
6933	103	7131
6693	405	7125
5425	1457	7015
6645	84	6742
6535	145	6696
3261	3385	6665
4065	275	4342
4177	95	4277
4338	53	4391
4040	115	4156
4138	55	4196
4055	52	4109
4018	51	4125
4524	269	4886
4689	170	4951
5005	136	5143
5102	113	5217
5744	120	5941
5919	122	6044
5938	119	6058
5607	427	6036
5841	173	6020
5823	62	5885
5774	50	5825
5678	156	5834
5561	94	5701
5426	44	5473
8962	1193	10166
2402	7205	9614
7187	2136	9332
8434	675	9113
8139	350	8500
8099	352	8510
7820	65	7890
7229	115	7355
6075	163	6239
5652	113	5766
5347	45	5397
4104	707	4813
3450	1785	5235
3756	1809	5622
5812	252	6064
6067	241	6318
5890	465	6362
6245	101	6347
8983	163	9154
9503	245	9749
9577	203	9791
8211	151	8369
7024	273	7299
6002	432	6436
201	7462	7665
7479	193	7682
7672	105	7781
7587	60	7650
4137	97	4238
4049	246	4300
4587	114	4702
6542	304	6849
7070	91	7249
5796	417	6221
8168	619	8789
8927	181	9114
6323	2373	8705
6316	2341	8660
8430	213	8645
7568	77	7648
4695	119	4819
4444	351	4802
6183	82	6266
6167	483	6652
5959	876	6847
6507	149	6676
5266	54	5322
5001	121	5141
4693	243	4939
4639	81	4723
4380	110	4499
3965	35	4002
3997	40	4039
3027	1026	4054
4017	284	4305
4444	229	4840
3449	1218	4900
4885	120	5010
4191	592	4793
4588	44	4685
4754	78	4834
5007	68	5076
5053	66	5122
5154	77	5233
5368	170	5543
5245	286	5531
5564	100	5667
5420	301	5722
5706	225	5933
5578	439	6051
6113	253	6374
5982	470	6453
7084	45	7136
7288	247	7537
7517	122	7642
8012	152	8166
7758	231	7990
7827	225	8053
7924	104	8031
3556	4303	7865
8917	271	9192
9390	76	9538
3889	5782	9809
9729	366	10099
6850	3258	10111
9852	222	10078
7231	2605	9840
8952	112	9066
6303	2747	9054
8824	116	8956
6719	146	6895
6708	64	6786
6483	105	6655
5568	321	6037
5271	400	5818
5610	93	5829
5789	67	5859
5812	49	5866
5826	100	5930
5142	780	5924
5532	450	5982
5836	72	5908
5671	168	5887
5557	158	5719
6121	202	6334
6156	203	6369
6793	72	6884
6333	179	6518
6103	327	6437
5158	1341	7491
748	7145	7905
7667	488	8164
2327	4674	8614
9315	219	9545
9163	141	9309
8924	280	9453
9156	359	9520
10503	166	10674
8932	1663	10599
8974	565	9541
8704	370	9081
8514	169	8688
7602	267	7877
7588	213	7804
7026	163	7197
6738	247	6987
3681	621	4304
4228	112	4345
4642	58	4702
4444	269	4725
5199	114	5315
5157	107	5370
5250	108	5361
5452	79	5532
5729	95	5828
5673	172	5850
5858	103	5970
6161	104	6266
6104	93	6198
5763	99	5865
6089	87	6181
5889	164	6056
5970	88	6060
5450	139	5595
5187	256	5458
5525	51	5578
4423	210	4640
5601	144	5746
2100	3954	6061
8952	172	9126
9035	175	9211
9158	184	9347
9386	201	9593
9018	613	9639
9304	346	9671
9222	142	9367
9394	165	9566
8613	194	8815
8726	199	8934
8619	143	8766
7184	275	7468
6176	155	6341
5976	139	6121
5981	142	6135
5960	145	6105
5053	608	5664
4798	192	4995
8066	194	8265
8136	65	8207
7945	287	8237
7890	388	8288
8046	217	8267
7991	285	8286
6152	2002	8302
7851	432	8371
7948	284	8412
7632	772	8409
8178	153	8336
6849	1506	8358
7942	410	8359
8327	162	8493
7685	400	8466
8293	180	8476
8188	252	8441
6034	137	6172
4708	292	5001
5057	130	5191
5120	114	5236
5091	268	5364
7491	163	7656
7774	287	8062
8210	167	8379
8235	195	8434
7383	1119	8507
8558	196	8758
8153	197	8352
7403	530	7946
7731	124	7856
2036	5812	7849
6339	1466	7812
5878	150	6028
4591	495	5089
5190	68	5261
5226	77	5303
5214	66	5280
7476	204	7687
8091	183	8277
8048	218	8340
8270	218	8492
8252	290	8542
8512	149	8661
7209	131	7362
7233	138	7381
5793	177	5977
5385	133	5521
4617	102	4721
5043	43	5089
4861	251	5115
4892	217	5110
3025	1708	4734
4806	192	5000
4927	212	5141
4690	439	5130
4432	34	4471
4655	194	4852
4838	56	4898
4873	122	4998
4749	251	5003
4838	123	4962
4418	59	4484
4601	80	4684
4585	169	4754
5246	158	5407
5522	91	5615
6116	111	6228
5863	104	5968
5657	138	5798
5196	98	5295
4900	249	5152
4905	99	5017
4834	106	4942
4833	45	4879
4644	56	4701
4596	56	4653
2114	2815	4931
2928	2364	5293
5554	107	5666
5978	55	6037
5759	451	6212
5753	701	6458
6192	504	6698
6421	405	6830
6930	245	7177
4631	2436	7205
7066	101	7169
6312	960	7276
6968	146	7117
7005	187	7194
6878	100	6980
6842	125	6968
1144	5688	6833
5198	1521	6720
1021	5591	6615
6171	437	6615
5921	89	6017
6517	150	6675
5529	1910	7447
5793	1700	7495
7464	329	8030
8245	200	8451
9455	191	9648
10268	172	10450
10427	537	10968
10692	549	11248
9984	647	10811
10594	177	10773
10438	302	10816
10435	307	10747
7851	2478	10691
10579	191	10785
10472	316	10795
10458	317	10777
8048	2742	10861
7598	2687	10534
10293	125	10423
7849	2401	10253
7756	2364	10125
9837	332	10171
9626	176	9810
9538	91	9640
8875	325	9203
8273	144	8422
7574	213	7979
6335	138	6478
6334	94	6472
6218	119	6342
5806	222	6030
5529	168	5700
5581	147	5733
5613	1854	7475
7070	435	7513
6487	1031	7537
4129	47	4178
4298	50	4350
4217	178	4401
4656	126	4784
5285	275	5562
5364	183	5554
5154	228	5384
4531	120	4657
4761	189	4957
5399	437	5841
3806	1906	5720
4898	1073	5977
4201	1894	6101
959	5140	6104
4386	1945	6333
6493	293	6795
5798	1843	7646
6903	828	7735
6819	858	7684
1882	6284	8172
